epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.15795031189918518,9.999999747378752e-06,2.655484914779663,0.1631936877965927,2.440991163253784
1,0.16834424436092377,9.999999747378752e-06,2.5294761657714844,0.15825839340686798,2.6209282875061035
2,0.1702212542295456,9.999999747378752e-06,2.511256456375122,0.17405132949352264,2.4032299518585205
3,0.1724032759666443,9.999999747378752e-06,2.501422166824341,0.20256635546684265,2.3890573978424072
4,0.17376410961151123,9.999999747378752e-06,2.490873336791992,0.16440008580684662,2.4230544567108154
5,0.17709580063819885,9.999999747378752e-06,2.4855973720550537,0.1595744639635086,2.458804130554199
6,0.1788320243358612,9.999999747378752e-06,2.4700675010681152,0.1637420505285263,2.468743085861206
7,0.18317261338233948,2.9999998787388904e-06,2.4535672664642334,0.1594647914171219,2.5566282272338867
8,0.18307876586914062,2.9999998787388904e-06,2.4524617195129395,0.1583680659532547,2.672792673110962
